Title,Author,Date,Period,Mode,Genre,Nationality,Pseudonym,Publisher,Publishing House,City of Publication,Location/Street of Publication,Role (Central/Peripheral/Influence),Authority,Filename,Full Text Source,Illustrator,Translator,eBook Source,More Info,Notes,eText Publisher,eBook No.,eText Pub date,Date Accessed,Editor,Edition,color_word_list,color_word_summary
The Milesian Chief. A Romance,"Maturin, Charles Robert",1812,Romantic,Novel,Gothic,Irish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://goo.gl/wbb7gW,,,,,,,,,,
The Confessional Of Valombre. A Romance,"Stanhope, Louisa Sidney",1812,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Tales Of The Dead,Anonymous,1812,Romantic,Short Story Collection,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",,,,"Utterson, Sarah Elizabeth",,https://en.wikipedia.org/wiki/Tales_of_the_Dead,Translated from French by Utterson; inspired Frankenstein,,,,,,,,
The Heroine,"Barrett, Eaton Stannard",1813,Romantic,Novel,Gothic Parody,Irish,,,,,,Central,"Norton, Gothic Readings",Stannard_TheHeroine_Gutenberg.txt,http://www.gutenberg.org/cache/epub/43065/pg43065.txt,,,https://archive.org/details/heroineoradventu01barre,,,,#43065,30-Jun-13,,,,"['imperial', 'natural', 'golden', 'flatten', 'blue', 'snow', 'ruddy', 'green', 'yellow', 'blue', 'flaxen', 'rosy', 'blue', 'rosy', 'golden', 'black', 'natural', 'natural', 'grey', 'rusty', 'white', 'green', 'black', 'rosy', 'white', 'azure', 'coral', 'black', 'golden', 'verdant', 'red', 'blue', 'hoary', 'azure', 'roseate', 'grey', 'straw', 'natural', 'white', 'blue', 'black', 'white', 'golden', 'chalky', 'white', 'blue', 'snow', 'oyster', 'blue', 'bloody', 'marble', 'white', 'milk-white', 'ruddy', 'black', 'golden', 'candid', 'natural', 'natural', 'natural', 'rosy', 'candid', 'pearl', 'marble', 'white', 'red', 'flaxen', 'natural', 'black', 'green', 'white', 'straw', 'white', 'black', 'golden', 'white', 'crimson', 'angry', 'blank', 'blue', 'grassy', 'green', 'golden', 'primrose', 'ruddy', 'rosy', 'yellow', 'jetty', 'lily', 'gold', 'creams', 'rosy', 'nut-brown', 'lemon', 'red', 'rose-coloured', 'verdant', 'golden', 'red', 'black', 'black', 'black', 'black', 'snow', 'coral', 'straw', 'straw', 'black', 'black', 'bloody', 'angry', 'black', 'rusty', 'natural', 'rosy', 'blue', 'white', 'crimson', 'white', 'rosy', 'sorrel', 'white', 'white', 'green', 'grassy', 'crimson', 'green', 'smoked', 'brown', 'black', 'black', 'straw', 'natural', 'natural', 'rosy', 'rosy', 'red', 'ruddy', 'purple', 'gilded', 'green', 'white', 'rosy', 'green', 'black', 'black', 'black', 'black', 'black', 'black', 'angry', 'black', 'red', 'yellow', 'brown', 'angry', 'rusty', 'red', 'black', 'white', 'red', 'red', 'black', 'black', 'white', 'white', 'natural', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'bloody', 'black', 'bronzes', 'black', 'purple', 'black', 'ruddy', 'red', 'black', 'black', 'fleshy', 'black', 'white', 'azure', 'white', 'black', 'black', 'bloody', 'blue', 'black', 'black', 'white', 'white', 'black', 'bloody', 'bloody', 'black', 'black', 'black', 'black', 'black', 'yellow', 'blue', 'yellow', 'cinnamon', 'rusty', 'blue', 'coral', 'golden', 'sunny', 'sorrel', 'scorched', 'white', 'white', 'white', 'black', 'brown', 'yellow', 'green', 'golden', 'rosy', 'gilded', 'parchment', 'natural', 'golden']","{'imperial': 1, 'natural': 13, 'golden': 11, 'flatten': 1, 'blue': 12, 'snow': 3, 'ruddy': 5, 'green': 9, 'yellow': 6, 'flaxen': 2, 'rosy': 12, 'black': 50, 'grey': 2, 'rusty': 4, 'white': 25, 'azure': 3, 'coral': 3, 'verdant': 2, 'red': 10, 'hoary': 1, 'roseate': 1, 'straw': 5, 'chalky': 1, 'oyster': 1, 'bloody': 6, 'marble': 2, 'milk-white': 1, 'candid': 2, 'pearl': 1, 'crimson': 3, 'angry': 4, 'blank': 1, 'grassy': 2, 'primrose': 1, 'jetty': 1, 'lily': 1, 'gold': 1, 'creams': 1, 'nut-brown': 1, 'lemon': 1, 'rose-coloured': 1, 'sorrel': 2, 'smoked': 1, 'brown': 3, 'purple': 2, 'gilded': 2, 'bronzes': 1, 'fleshy': 1, 'cinnamon': 1, 'sunny': 1, 'scorched': 1, 'parchment': 1}"
The Giaour,"Byron, Lord George Gordon",1813,Romantic,Poetry,Narrative Poem,English,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Byron_TheGiaour_UPennSAS.txt,,,,,https://en.wikipedia.org/wiki/The_Giaour,,Upenn SAS,,,16-Apr-17,,,"['blue', 'gilded', 'blue', 'sallow', 'olive', 'marble', 'raven', 'gilded', 'green', 'white', 'coral', 'purple', 'black', 'bloody', 'yellow', 'red', 'sable', 'red', 'green', 'sanguine', 'yellow', 'bloody', 'stony', 'golden', 'white', 'black']","{'blue': 2, 'gilded': 2, 'sallow': 1, 'olive': 1, 'marble': 1, 'raven': 1, 'green': 2, 'white': 2, 'coral': 1, 'purple': 1, 'black': 2, 'bloody': 2, 'yellow': 2, 'red': 2, 'sable': 1, 'sanguine': 1, 'stony': 1, 'golden': 1}"
Deception,"Green, Sarah",1813,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"The Marchioness!!! Or, ""The Matured Enchantress""","Ross, Mrs.",1813,Romantic,Novel,Gothic,,,"Lane, William",Minerva Press,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Travels Of Sylvester Tramper In Africa,"Walker, George",1813,Romantic,Novel,Gothic,English,,,,,,Peripheral,https://en.wikipedia.org/wiki/George_Walker_(novelist),,,,,,,,,,,,,,,
Madelina. A Tale Founded On Facts,"Stanhope, Louisa Sidney",1814,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Devil'S Elixir,"Hoffmann, E. T. A",1815,German Romantic,Novel,Gothic,German,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,,https://en.wikipedia.org/wiki/The_Devil%27s_Elixirs,Influenced by The Monk,,,,,,,,
"Barozzi, Or, The Venetian Sorceress. A Romance Of The Sixteenth Century","Smith, Catharine",1815,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"Treachery, Or, The Grave Of Antoinette","Stanhope, Louisa Sidney",1815,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Manfred,"Byron, Lord George Gordon",1816,Romantic,Drama,Gothic,English,,,,,,Central,"Davison, Gothic Literature",Byron_Manfred_Gutenberg.txt,https://www.gutenberg.org/files/20158/20158-h/20158-h.htm#MANFRED,,,,,,,,,,,,"['natural', 'blue', 'green', 'coral', 'black', 'natural', 'white', 'green', 'green', 'black', 'black', 'golden', 'blue', 'imperial', 'hoar', 'angry', 'snow', 'white', 'purple', 'white', 'golden', 'sunny', 'black', 'sunny', 'red', 'raven', 'black']","{'natural': 2, 'blue': 2, 'green': 3, 'coral': 1, 'black': 5, 'white': 3, 'golden': 2, 'imperial': 1, 'hoar': 1, 'angry': 1, 'snow': 1, 'purple': 1, 'sunny': 2, 'red': 1, 'raven': 1}"
"""On 'German Drama'""","Coleridge, Samuel Taylor",1816,Romantic,Theory & Criticism,Literary Theory,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,,,
Glenarvon,"Lamb, Caroline",1816,Romantic,Novel,Gothic,Anglo-Irish,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/glenarvon01lambc,https://en.wikipedia.org/wiki/Glenarvon,,,,,,,,,
Bertram,"Maturin, Charles Robert",1816,Romantic,Drama,Gothic,Irish,,,,,,Central,"Norton, Gothic Readings",,,,,https://archive.org/details/bertramtragedyin00matu,,,,,,,,,,
"The Balance Of Comfort, Or, The Old Maid And Married Woman. A Novel","Ross, Mrs.",1816,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"""The Entail""","Hoffmann, E. T. A",1817,German Romantic,Short Story,Gothic,German,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Hoffmann_TheEntail_eBooksAtAdelaide.txt,https://ebooks.adelaide.edu.au/h/hoffmann/eta/entail/complete.html,,,,,,eBooks at Adelaide,,17-Dec-14,16-Apr-17,,,"['black', 'black', 'white', 'ruddy', 'white', 'natural', 'natural', 'blue', 'sable', 'silvery', 'red', 'white', 'red', 'natural', 'marble', 'blank', 'golden', 'lily-white', 'natural', 'white', 'white', 'black', 'imperial', 'black', 'rusty', 'sunny', 'red', 'parchment', 'green',","{'black': 8, 'white': 5, 'ruddy': 1, 'natural': 4, 'blue': 1, 'sable': 1, 'silvery': 1, 'red': 4, 'marble': 1, 'blank': 1, 'golden': 1, 'lily-white': 1, 'imperial': 2, 'rusty': 1, 'sunny': 1, 'parchment': 1, 'green': 1, 'milk-white': 1}"
"""The Sandman""","Hoffmann, E. T. A",1817,German Romantic,Short Story,Gothic,German,,,,,,Peripheral,Caroline,Hoffmann_TheSandman_VCU.txt,http://germanstories.vcu.edu/hoffmann/sand_e.html,,"Oxenford, John",,https://en.wikipedia.org/wiki/The_Sandman_(short_story),,19th Century German Stories at VCU,,1999,16-Apr-17,"Godwin-Jones, Robert",,"['angry', 'yellow', 'grey', 'green', 'red', 'black', 'red', 'brown', 'blue', 'black', 'black', 'blue', 'black', 'angry', 'golden', 'natural', 'madder', 'black', 'black', 'white', 'red', 'black', 'lurid']","{'angry': 2, 'yellow': 1, 'grey': 1, 'green': 1, 'red': 3, 'black': 7, 'brown': 1, 'blue': 2, 'golden': 1, 'natural': 1, 'madder': 1, 'white': 1, 'lurid': 1}"
An Angel'S Form And A Devil'S Heart,"Davenport, Selina",1818,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/angelsformanddev03dave,,,,,,,,,,
Nightmare Abbey,"Peacock, Thomas Love",1818,Romantic,Novel,Gothic Parody,English,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Peacock_NightmareAbbey_Gutenberg.txt,http://www.gutenberg.org/ebooks/9909,,,,https://en.wikipedia.org/wiki/Nightmare_Abbey,,Project Gutenberg,#9909,nov 19 2011,17-Apr-17,"Suzanne Shell, Tom Allen, and the Online
Distributed Proofreading Team",,"['silver', 'green', 'golden', 'natural', 'natural', 'black', 'golden', 'black', 'red', 'imperial', 'blue', 'black', 'red', 'black', 'blank', 'blue', 'blue', 'blue', 'black', 'angry', 'angry', 'black', 'raven', 'black', 'golden', 'green', 'natural', 'wine', 'white', 'bloody', 'black', 'white', 'red', 'white', 'bloody', 'raven', 'raven', 'bloody', 'red', 'raven', 'wine', 'angry', 'straw', 'golden']","{'silver': 1, 'green': 2, 'golden': 4, 'natural': 3, 'black': 8, 'red': 4, 'imperial': 1, 'blue': 4, 'blank': 1, 'angry': 3, 'raven': 4, 'wine': 2, 'white': 3, 'bloody': 3, 'straw': 1}"
"Frankenstein, Or, The Modern Prometheus","Shelley, Mary",1818,Romantic,Novel,Gothic,English,,,,,,Central,"Norton, Gothic Readings",ShelleyMary_Frankenstein_Gutenberg.txt,http://www.gutenberg.org/cache/epub/84/pg84.txt,,,,https://en.wikipedia.org/wiki/Frankenstein,,Project Gutenberg,#84,,21-Mar-17,"Haines, Al",,"['snow', 'straw', 'blue', 'natural', 'natural', 'natural', 'natural', 'white', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'black', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'natural', 'yellow', 'yellow', 'black', 'pearly', 'black', 'livid', 'yellow', 'white', 'black', 'blue', 'blue', 'rosy', 'natural', 'natural', 'natural', 'verdant', 'black', 'blue', 'pitchy', 'black', 'white', 'snowy', 'imperial', 'natural', 'white', 'white', 'white', 'black', 'black', 'raven', 'black', 'black', 'green', 'red', 'green', 'straw', 'blue', 'golden', 'black', 'green', 'black', 'verdant', 'white', 'natural', 'natural', 'green', 'white', 'natural', 'stony', 'angry', 'black', 'black', 'black', 'blue', 'black', 'yellow', 'angry', 'green', 'blue', 'black', 'white', 'blue', 'sunny', 'wan', 'white']","{'snow': 1, 'straw': 2, 'blue': 8, 'natural': 24, 'white': 10, 'black': 17, 'yellow': 4, 'pearly': 1, 'livid': 1, 'rosy': 1, 'verdant': 2, 'pitchy': 1, 'snowy': 1, 'imperial': 1, 'raven': 1, 'green': 5, 'red': 1, 'golden': 1, 'stony': 1, 'angry': 2, 'sunny': 1, 'wan': 1}"
The Nun Of Santa Maria Di Tindaro. A Tale,"Stanhope, Louisa Sidney",1818,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"""The Preternatural In Works Of Fiction""",Unsigned,1818,Romantic,Theory & Criticism,Literary Theory,,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,,,
The Black Robber. A Romance,"Ball, Edward",1819,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
The Sisters Of St. Gothard. A Tale,"Brown, Elizabeth Cullen",1819,Romantic,Novel,Gothic,,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://goo.gl/n5KDvJ,,,,,,,,,,
Fragment Of A Novel,"Byron, Lord George Gordon",1819,Romantic,Fragment,Gothic,English,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,,,,,http://archive.org/stream/mazeppaapoem02byrogoog#page/n64/mode/2up,https://en.wikipedia.org/wiki/Fragment_of_a_Novel,,,,,,,,,
"""William Godwin'S Novels""","Hazlitt, William",1819,Romantic,Theory & Criticism,Criticism,English,,,,,,,"Norton, Gothic Readings",,,,,,,,,,,,,,,
"""Gambler's Luck""","Hoffmann, E. T. A",1819,German Romantic,Short Story,Gothic,German,,,,,,Peripheral,Wikipedia: https://en.wikipedia.org/wiki/List_of_gothic_fiction_works,Hoffmann_GamblersLuck_eBooksAtAdelaide.txt,https://ebooks.adelaide.edu.au/h/hoffmann/eta/gambler/,,,,,,,,,,,,"['gold', 'white', 'bloody', 'stony']","{'gold': 1, 'white': 1, 'bloody': 1, 'stony': 1}"
"""La Belle Dame Sans Merci""","Keats, John",1819,Romantic,Poetry,Gothic,English,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/Gothic_fiction,Keats_LaBelleDameSansMerci_PoetryFoundation.txt,https://www.poetryfoundation.org/resources/learning/core-poems/detail/44475,,,,https://en.wikipedia.org/wiki/La_Belle_Dame_sans_Merci,,,,,,,,[],{}
"The Veiled Protectress, Or, The Mysterious Mother. A Novel","Meeke, Mary",1819,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"Ernestus Berchtold, Or, The Modern Oedipus. A Tale","Polidori, John William",1819,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/ErnestusBerchtoldOrTheModernOEdipus,,,,,,,,,,
The Vampyre. A Tale,"Polidori, John William",1819,Romantic,Novella,Gothic,English,,,,,,Central,"Norton, Gothic Readings",Polidori_TheVampyre_Gutenberg.txt,http://www.gutenberg.org/cache/epub/6087/pg6087.txt,,,,https://en.wikipedia.org/wiki/The_Vampyre,,,#6087,26-May-12,21-Mar-17,,,"['black', 'yellow', 'leaden', 'blue', 'marble', 'marble', 'marble', 'black', 'marble', 'olive', 'green']","{'black': 2, 'yellow': 1, 'leaden': 1, 'blue': 1, 'marble': 4, 'olive': 1, 'green': 1}"
Mathilda,"Shelley, Mary",1819,Romantic,Novella,Gothic,English,,,,,,Central,"Tracy, The Gothic Novel (via Lawrence Evalyn)",ShelleyMary_Mathilda_Gutenberg.txt,http://www.gutenberg.org/cache/epub/15238/pg15238.txt,,,,https://en.wikipedia.org/wiki/Mathilda_(novella),,,#15238,2-Mar-05,21-Mar-17,"Nitchie, Elizabeth; Starner, David and Samuel, Cori",,"['blank', 'white', 'black', 'white', 'purple', 'white', 'white', 'black', 'natural', 'verdant', 'crimson', 'white', 'sanguine', 'black', 'angry', 'black', 'green', 'white', 'green', 'natural', 'white', 'snow', 'white', 'black', 'black', 'black', 'natural', 'blue', 'angry', 'angry', 'angry', 'blank', 'black', 'natural', 'white', 'green', 'red', 'natural', 'natural', 'green', 'black', 'black', 'purple', 'black', 'white', 'white', 'sable', 'leaden', 'black', 'blue', 'grassy', 'black', 'golden', 'natural', 'golden']","{'blank': 2, 'white': 11, 'black': 13, 'purple': 2, 'natural': 7, 'verdant': 1, 'crimson': 1, 'sanguine': 1, 'angry': 4, 'green': 4, 'snow': 1, 'blue': 2, 'red': 1, 'sable': 1, 'leaden': 1, 'grassy': 1, 'golden': 2}"
Sir Ralph Willoughby. An Historical Tale Of The Sixteenth Century,"Brydges, Sir Samuel Egerton",1820,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://catalog.hathitrust.org/Record/008667725,,,,,,,,,,
"The Mystery, Or, Forty Years Ago. A Novel","Gaspey, Thomas",1820,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Warbeck Of Wolfsteïn,"Holford, Margaret",1820,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
"The Brothers, Or, The Castle Of Niolo","Huish, Robert",1820,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://archive.org/details/brothers00huisgoog,,,,,,,,,,
"Isabella, Or The Pot Of Basil","Keats, John",1820,Romantic,Poetry,Gothic,English,,,,,,Central,Wikipedia: https://en.wikipedia.org/wiki/Gothic_fiction,Keats_Isabella_Bartleby.txt,http://www.bartleby.com/126/38.html,,,,"https://en.wikipedia.org/wiki/Isabella,_or_the_Pot_of_Basil",,,,,,,,"[ruddy’, 'marble', 'golden', 'snowy', 'bloody', 'green', 'purple', 'golden', 'green', 'silver', 'marble', 'green', 'green', 'livid']","{'ruddy': 1, 'marble': 2, 'golden': 2, 'snowy': 1, 'bloody': 1, 'green': 4, 'purple': 1, 'silver': 1, 'livid': 1}"
"Italian Mysteries, Or, More Secrets Than One. A Romance","Lathom, Francis",1820,Romantic,Novel,Gothic,English,,,,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,https://goo.gl/h4Z7q5,,,,,,,,,,
"Gwelygordd, Or, The Child Of Sin. A Tale Of Welsh Origin","Lucas, Charles",1820,Romantic,Novel,Gothic,,,"Lane, William",Minerva Press,,,Peripheral,"Tracy, The Gothic Novel (via Lawrence Evalyn)",,,,,,,,,,,,,,,
Melmoth The Wanderer,"Maturin, Charles Robert",1820,Romantic,Novel,Gothic,Irish,,,,,,Central,"Norton, Gothic Readings",Maturin_Melmoth_Gutenberg.txt,http://www.gutenberg.org/files/53688/53688-0.txt,,,,,,,#53685,7-Dec-16,21-Mar-17,"David Edwards, Jana Srna and www.pgdp.net",,"['white', 'black', 'red', 'yellow', 'black', 'rusty', 'angry', 'green', 'rusty', 'rusty', 'blue', 'purple', 'livid', 'red', 'black', 'bloody', 'black', 'white', 'incarnate', 'sky-coloured', 'sky-coloured', 'straw', 'red', 'red', 'stony', 'white', 'red', 'red', 'black', 'blue', 'hoary', 'white', 'black', 'black', 'black', 'natural', 'marble', 'black', 'natural', 'red', 'verdant', 'green', 'straw', 'marble', 'natural', 'natural', 'green', 'natural', 'natural', 'natural', 'natural', 'natural', 'neutral', 'livid', 'straw', 'livid', 'black', 'white', 'angry', 'natural', 'natural', 'hoary', 'marble', 'black', 'black', 'incarnate', 'natural', 'blue', 'livid', 'natural', 'black', 'white', 'white', 'white', 'grey', 'incarnate', 'natural', 'marble', 'white', 'gilded', 'natural', 'natural', 'straw', 'cardinal', 'cardinal', 'natural', 'black', 'black', 'black', 'black', 'red', 'natural', 'green', 'black', 'bloody', 'black', 'black', 'red', 'ochre-coloured', 'white', 'black', 'yellow', 'wine', 'golden', 'natural', 'hoary', 'red', 'black', 'bloody', 'bloody', 'fleshy', 'marble', 'black', 'blackened', 'bloody', 'white', 'green', 'white', 'angry', 'grey', 'red', 'blue', 'red', 'purple', 'black', 'natural', 'natural', 'livid', 'black', 'incarnate', 'gilded', 'blue', 'blue', 'rosy', 'livid', 'gilded', 'white', 'white', 'red', 'white', 'white', 'black', 'natural', 'natural', 'red', 'red', 'red', 'white', 'sulphurous', 'white', 'white', 'natural', 'livid', 'red', 'blue', 'white', 'black', 'straw', 'natural', 'copper-coloured', 'black', 'angry', 'angry', 'black', 'angry', 'silvery', 'white', 'gilded', 'gilded', 'natural', 'natural', 'hyacinth', 'natural', 'angry', 'black', 'black', 'natural', 'sulphurous', 'natural', 'marble', 'golden', 'green', 'natural', 'natural', 'white', 'white', 'marble', 'livid', 'white', 'white', 'black', 'yellow', 'green', 'natural', 'white', 'stony', 'marble', 'white', 'sunny', 'golden', 'blue', 'snow-like', 'white', 'red', 'snowy', 'hoary', 'rosy', 'natural', 'snow-white', 'marble', 'red', 'blue', 'angry', 'white', 'white', 'natural', 'natural', 'natural', 'white', 'black', 'black', 'navy', 'golden', 'golden', 'golden', 'purpureal', 'purple', 'white', 'snow-white', 'golden', 'white', 'snow', 'natural', 'incarnate', 'white', 'mourning', 'natural', 'stony', 'stony', 'natural', 'natural', 'white', 'natural', 'bayed', 'bloody', 'livid', 'stony', 'red', 'black', 'sulphurous', 'black', 'white', 'snow', 'hoary']","{'white': 36, 'black': 36, 'red': 20, 'yellow': 3, 'rusty': 3, 'angry': 8, 'green': 7, 'blue': 9, 'purple': 3, 'livid': 9, 'bloody': 6, 'incarnate': 5, 'sky-coloured': 2, 'straw': 5, 'stony': 5, 'hoary': 5, 'natural': 42, 'marble': 9, 'verdant': 1, 'neutral': 1, 'grey': 2, 'gilded': 5, 'cardinal': 2, 'ochre-coloured': 1, 'wine': 1, 'golden': 7, 'fleshy': 1, 'blackened': 1, 'rosy': 2, 'sulphurous': 3, 'copper-coloured': 1, 'silvery': 1, 'hyacinth': 1, 'sunny': 1, 'snow-like': 1, 'snowy': 1, 'snow-white': 2, 'navy': 1, 'purpureal': 1, 'snow': 2, 'mourning': 1, 'bayed': 1}"
The Vampire,"Planché, James Robinson",1820,Romantic,Drama,Gothic,English,,,,,,Peripheral,"Norton, Gothic Readings",Planche_TheVampire_UPenn.txt,http://www.forgottenfutures.com/game/ff6/vampire.htm,,,,https://en.wikipedia.org/wiki/The_Vampire_(play),"Based on Nodier's Le Vampire, which was adapted from Polidori",,,,,,,"['purple', 'angry', 'angry', 'white', 'blue', 'white', 'silver', 'white', 'silver', 'crimson', 'yellow', 'drab', 'black', 'red', 'black', 'brown', 'black', 'black', 'black', 'blue', 'black', 'black', 'red']","{'purple': 1, 'angry': 2, 'white': 3, 'blue': 2, 'silver': 2, 'crimson': 1, 'yellow': 1, 'drab': 1, 'black': 7, 'red': 2, 'brown': 1}"
